R03399	1.1.1.281	GDP-4-dehydro-6-deoxy-D-mannose reductase	1.1.1
R03401	1.3.1.42	12-oxophytodienoate reductase	1.3.1
R03402	5.3.99.6	allene-oxide cyclase	5.3.99
R03404	3.1.6.2	steryl-sulfatase	3.1.6
R03405	2.8.2.2	alcohol sulfotransferase	2.8.2
R03406	1.1.1.51	3(or 17)beta-hydroxysteroid dehydrogenase	1.1.1
R03407	1.1.1.51	3(or 17)beta-hydroxysteroid dehydrogenase	1.1.1
R03408	1.14.13.-		1.14.13
R03408	1.14.14.1	unspecific monooxygenase	1.14.14
R03409	3.6.1.11	exopolyphosphatase	3.6.1
R03409	3.6.1.40	guanosine-5'-triphosphate,3'-diphosphate phosphatase	3.6.1
R03418	2.4.1.67	galactinol---raffinose galactosyltransferase	2.4.1
R03421	3.5.1.26	N4-(beta-N-acetylglucosaminyl)-L-asparaginase	3.5.1
R03427	3.1.3.57	inositol-1,4-bisphosphate 1-phosphatase	3.1.3
R03428	2.7.1.159	inositol-1,3,4-trisphosphate 5/6-kinase	2.7.1
R03429	2.7.1.159	inositol-1,3,4-trisphosphate 5/6-kinase	2.7.1
R03430	3.1.3.56	inositol-polyphosphate 5-phosphatase	3.1.3
R03431	1.1.1.96	diiodophenylpyruvate reductase	1.1.1
R03433	2.7.1.127	inositol-trisphosphate 3-kinase	2.7.1
R03434	3.1.3.62	multiple inositol-polyphosphate phosphatase	3.1.3
R03439	1.14.99.2	kynurenine 7,8-hydroxylase	1.14.99
R03440	1.14.99.2	kynurenine 7,8-hydroxylase	1.14.99
R03443	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1
R03444	4.2.1.114	methanogen homoaconitase	4.2.1
R03444	4.2.1.-		4.2.1
R03448	3.5.2.12	6-aminohexanoate-cyclic-dimer hydrolase	3.5.2
R03451	1.14.11.8	trimethyllysine dioxygenase	1.14.11
R03456	2.1.1.83	3,7-dimethylquercetin 4'-O-methyltransferase	2.1.1
R03457	4.2.1.19	imidazoleglycerol-phosphate dehydratase	4.2.1
R03458	1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase	1.1.1
R03459	3.5.4.26	diaminohydroxyphosphoribosylaminopyrimidine deaminase	3.5.4
R03460	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	2.5.1
R03461	4.1.1.51	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase	4.1.1
R03462	1.13.11.39	biphenyl-2,3-diol 1,2-dioxygenase	1.13.11
R03463	1.3.1.40	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate reductase	1.3.1
R03464	3.5.4.27	methenyltetrahydromethanopterin cyclohydrolase	3.5.4
R03465	4.1.2.34	4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase	4.1.2
R03466	1.13.11.38	1-hydroxy-2-naphthoate 1,2-dioxygenase	1.13.11
R03467	3.1.1.26	galactolipase	3.1.1
R03470	4.1.1.44	4-carboxymuconolactone decarboxylase	4.1.1
R03471	2.7.1.49	hydroxymethylpyrimidine kinase	2.7.1
R03472	4.1.99.17	phosphomethylpyrimidine synthase	4.1.99
R03477	2.1.4.2	scyllo-inosamine-4-phosphate amidinotransferase	2.1.4
R03478	2.7.1.140	inositol-tetrakisphosphate 5-kinase	2.7.1
R03479	2.7.1.134	inositol-tetrakisphosphate 1-kinase	2.7.1
R03493	4.2.1.57	isohexenylglutaconyl-CoA hydratase	4.2.1
R03494	6.4.1.5	geranoyl-CoA carboxylase	6.4.1
R03495	1.1.1.238	12beta-hydroxysteroid dehydrogenase	1.1.1
R03496	3.1.3.40	guanidinodeoxy-scyllo-inositol-4-phosphatase	3.1.3
R03497	1.1.1.143	sequoyitol dehydrogenase	1.1.1
R03498	1.1.1.142	D-pinitol dehydrogenase	1.1.1
R03502	2.6.1.56	1D-1-guanidino-3-amino-1,3-dideoxy-scyllo-inositol transaminase	2.6.1
R03503	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2.7.6
R03504	4.1.2.25	dihydroneopterin aldolase	4.1.2
R03508	4.1.1.48	indole-3-glycerol-phosphate synthase	4.1.1
R03509	5.3.1.24	phosphoribosylanthranilate isomerase	5.3.1
R03511	1.17.4.4	vitamin-K-epoxide reductase (warfarin-sensitive)	1.17.4
R03512	1.17.4.5	vitamin-K-epoxide reductase (warfarin-insensitive)	1.17.4
R03517	3.1.6.9	chondro-4-sulfatase	3.1.6
R03518	3.1.6.10	chondro-6-sulfatase	3.1.6
R03520	1.1.1.231	15-hydroxyprostaglandin-I dehydrogenase (NADP+)	1.1.1
R03523	3.8.1.5	haloalkane dehalogenase	3.8.1
R03524	4.4.1.9	L-3-cyanoalanine synthase	4.4.1
R03530	2.7.4.6	nucleoside-diphosphate kinase	2.7.4
R03531	3.6.1.66	XTP/dITP diphosphatase	3.6.1
R03531	3.6.1.-		3.6.1
R03534	1.1.99.2	L-2-hydroxyglutarate dehydrogenase	1.1.99
R03535	1.2.5.2	aldehyde dehydrogenase (quinone)	1.2.5
R03537	3.1.4.16	2',3'-cyclic-nucleotide 2'-phosphodiesterase	3.1.4
R03538	3.1.4.16	2',3'-cyclic-nucleotide 2'-phosphodiesterase	3.1.4
R03539	1.11.1.8	iodide peroxidase	1.11.1
R03540	3.5.1.107	maleamate amidohydrolase	3.5.1
R03542	3.5.5.1	nitrilase	3.5.5
R03543	1.14.12.3	benzene 1,2-dioxygenase	1.14.12
R03544	1.1.1.-		1.1.1
R03545	1.1.1.-		1.1.1
R03546	4.2.1.104	cyanase	4.2.1
R03547	2.4.1.171	methyl-ONN-azoxymethanol beta-D-glucosyltransferase	2.4.1
R03548	2.4.1.104	o-dihydroxycoumarin 7-O-glucosyltransferase	2.4.1
R03549	1.13.11.3	protocatechuate 3,4-dioxygenase	1.13.11
R03550	1.13.11.8	protocatechuate 4,5-dioxygenase	1.13.11
R03550	1.13.11.57	gallate dioxygenase	1.13.11
R03553	2.8.2.21	keratan sulfotransferase	2.8.2
R03554	2.1.1.50	loganate O-methyltransferase	2.1.1
R03558	2.4.1.172	salicyl-alcohol beta-D-glucosyltransferase	2.4.1
R03559	1.14.12.11	toluene dioxygenase	1.14.12
R03560	1.14.13.243	toluene 2-monooxygenase	1.14.13
R03562	1.14.13.-		1.14.13
R03563	3.1.1.10	tropinesterase	3.1.1
R03565	2.4.1.105	vitexin beta-glucosyltransferase	2.4.1
R03566	1.14.13.7	phenol 2-monooxygenase (NADPH)	1.14.13
R03567	4.1.1.52	6-methylsalicylate decarboxylase	4.1.1
R03568	1.14.13.7	phenol 2-monooxygenase (NADPH)	1.14.13
R03571	2.1.1.75	apigenin 4'-O-methyltransferase	2.1.1
R03572	1.1.1.54	allyl-alcohol dehydrogenase	1.1.1
R03573	2.4.1.103	alizarin 2-beta-glucosyltransferase	2.4.1
R03574	2.4.1.81	flavone 7-O-beta-glucosyltransferase	2.4.1
R03576	2.7.1.55	allose kinase	2.7.1
R03577	1.1.1.114	apiose 1-reductase	1.1.1
R03579	3.5.1.71	N-feruloylglycine deacylase	3.5.1
R03581	1.1.1.183	geraniol dehydrogenase (NADP+)	1.1.1
R03582	1.1.1.112	indanol dehydrogenase	1.1.1
R03583	1.1.1.112	indanol dehydrogenase	1.1.1
R03586	1.1.1.113	L-xylose 1-dehydrogenase	1.1.1
R03587	2.1.1.42	flavone 3'-O-methyltransferase	2.1.1
R03588	2.4.1.81	flavone 7-O-beta-glucosyltransferase	2.4.1
R03589	2.4.1.189	luteolin 7-O-glucuronosyltransferase	2.4.1
R03590	1.14.20.5	flavone synthase I	1.14.20
R03591	1.1.1.218	morphine 6-dehydrogenase	1.1.1
R03592	1.1.1.218	morphine 6-dehydrogenase	1.1.1
R03592	1.1.1.247	codeinone reductase (NADPH)	1.1.1
R03593	3.5.5.2	ricinine nitrilase	3.5.5
R03594	2.4.1.128	scopoletin glucosyltransferase	2.4.1
R03595	2.7.9.3	selenide, water dikinase	2.7.9
R03596	1.8.1.9	thioredoxin-disulfide reductase	1.8.1
R03601	2.5.1.47	cysteine synthase	2.5.1
R03604	3.2.1.126	coniferin beta-glucosidase	3.2.1
R03605	2.4.1.111	coniferyl-alcohol glucosyltransferase	2.4.1
R03607	2.7.1.103	viomycin kinase	2.7.1
R03608	1.14.13.243	toluene 2-monooxygenase	1.14.13
R03612	3.1.1.70	cetraxate benzylesterase	3.1.1
R03614	1.5.1.18	ephedrine dehydrogenase	1.5.1
R03616	3.2.1.-		3.2.1
R03620	3.5.1.39	alkylamidase	3.5.1
R03621	2.3.1.2	imidazole N-acetyltransferase	2.3.1
R03622	4.2.1.95	kievitone hydratase	4.2.1
R03623	2.1.1.65	licodione 2'-O-methyltransferase	2.1.1
R03624	3.1.1.36	limonin-D-ring-lactonase	3.1.1
R03625	2.4.1.63	linamarin synthase	2.4.1
R03626	1.13.11.12	linoleate 13S-lipoxygenase	1.13.11
R03626	1.13.11.33	arachidonate 15-lipoxygenase	1.13.11
R03627	5.2.1.5	linoleate isomerase	5.2.1
R03628	1.13.11.52	indoleamine 2,3-dioxygenase	1.13.11
R03630	1.14.12.7	phthalate 4,5-dioxygenase	1.14.12
R03631	6.2.1.24	phytanate---CoA ligase	6.2.1
R03633	2.1.1.38	O-demethylpuromycin O-methyltransferase	2.1.1
R03634	3.2.1.22	alpha-galactosidase	3.2.1
R03635	3.2.1.26	beta-fructofuranosidase	3.2.1
R03636	1.1.1.219	dihydroflavonol 4-reductase	1.1.1
R03637	1.14.13.19	taxifolin 8-monooxygenase	1.14.13
R03638	1.14.13.19	taxifolin 8-monooxygenase	1.14.13
R03640	1.14.11.9	flavanone 3-dioxygenase	1.14.11
R03641	3.1.1.37	steroid-lactonase	3.1.1
R03642	3.2.1.119	vicianin beta-glucosidase	3.2.1
R03667	1.1.1.235	8-oxocoformycin reductase	1.1.1
R03668	2.3.1.11	thioethanolamine S-acetyltransferase	2.3.1
R03671	4.2.1.67	D-fuconate dehydratase	4.2.1
R03673	5.3.3.12	L-dopachrome isomerase	5.3.3
R03675	4.2.1.62	5alpha-hydroxysteroid dehydratase	4.2.1
R03685	3.2.1.134	difructose-anhydride synthase	3.2.1
R03686	2.4.1.106	isovitexin beta-glucosyltransferase	2.4.1
R03688	4.2.1.68	L-fuconate dehydratase	4.2.1
R03689	1.3.1.72	Delta24-sterol reductase	1.3.1
R03691	2.7.3.5	lombricine kinase	2.7.3
R03692	3.1.1.35	dihydrocoumarin hydrolase	3.1.1
R03693	4.2.1.34	(S)-2-methylmalate dehydratase	4.2.1
R03696	4.3.1.2	methylaspartate ammonia-lyase	4.3.1
R03698	1.14.11.31	thebaine 6-O-demethylase	1.14.11
R03699	2.7.1.143	diphosphate-purine nucleoside kinase	2.7.1
R03700	2.8.2.13	psychosine sulfotransferase	2.8.2
R03701	2.1.1.67	thiopurine S-methyltransferase	2.1.1
R03702	3.1.1.38	triacetate-lactonase	3.1.1
R03703	3.2.1.125	raucaffricine beta-glucosidase	3.2.1
R03707	1.1.1.76	(S,S)-butanediol dehydrogenase	1.1.1
R03708	3.1.1.25	1,4-lactonase	3.1.1
R03709	1.3.1.11	2-coumarate reductase	1.3.1
R03710	2.4.1.114	2-coumarate O-beta-glucosyltransferase	2.4.1
R03712	1.14.13.32	albendazole monooxygenase	1.14.13
R03713	1.3.1.3	Delta4-3-oxosteroid 5beta-reductase	1.3.1
R03716	1.1.1.225	chlordecone reductase	1.1.1
R03718	2.3.1.65	bile acid-CoA:amino acid N-acyltransferase	2.3.1
R03719	2.3.1.176	propanoyl-CoA C-acyltransferase	2.3.1
R03720	2.3.1.65	bile acid-CoA:amino acid N-acyltransferase	2.3.1
R03721	2.1.1.118	columbamine O-methyltransferase	2.1.1
R03722	1.3.3.8	tetrahydroberberine oxidase	1.3.3
R03723	4.1.2.33	fucosterol-epoxide lyase	4.1.2
R03726	2.5.1.24	discadenine synthase	2.5.1
R03727	2.3.1.130	galactarate O-hydroxycinnamoyltransferase	2.3.1
R03728	4.1.99.5	aldehyde oxygenase (deformylating)	4.1.99
R03731	2.1.1.78	isoorientin 3'-O-methyltransferase	2.1.1
R03732	1.5.1.28	opine dehydrogenase	1.5.1
R03733	1.1.1.129	L-threonate 3-dehydrogenase	1.1.1
R03735	2.3.3.2	decylcitrate synthase	2.3.3
R03736	1.10.3.6	rifamycin-B oxidase	1.10.3
R03737	1.14.20.13	6beta-hydroxyhyoscyamine epoxidase	1.14.20
R03738	4.3.3.2	strictosidine synthase	4.3.3
R03739	4.1.1.60	stipitatonate decarboxylase	4.1.1
R03742	4.2.1.73	protoaphin-aglucone dehydratase (cyclizing)	4.2.1
R03745	1.1.1.228	(+)-sabinol dehydrogenase	1.1.1
R03746	2.1.1.26	iodophenol O-methyltransferase	2.1.1
R03747	4.1.1.56	3-oxolaurate decarboxylase	4.1.1
R03751	3.1.1.17	gluconolactonase	3.1.1
R03751	3.1.1.83	monoterpene epsilon-lactone hydrolase	3.1.1
R03753	1.1.1.201	7beta-hydroxysteroid dehydrogenase (NADP+)	1.1.1
R03758	1.1.1.381	3-hydroxy acid dehydrogenase	1.1.1
R03759	1.1.1.75	(R)-aminopropanol dehydrogenase	1.1.1
R03761	1.8.1.11	asparagusate reductase	1.8.1
R03762	6.2.1.11	biotin---CoA ligase	6.2.1
R03763	1.3.1.5	cucurbitacin Delta23-reductase	1.3.1
R03764	1.3.1.5	cucurbitacin Delta23-reductase	1.3.1
R03766	2.7.1.102	hamamelose kinase	2.7.1
R03770	2.7.1.119	hygromycin-B 7''-O-kinase	2.7.1
R03772	3.1.1.65	L-rhamnono-1,4-lactonase	3.1.1
R03774	4.2.1.90	L-rhamnonate dehydratase	4.2.1
R03775	5.5.1.9	cycloeucalenol cycloisomerase	5.5.1
R03776	1.3.1.8	acyl-CoA dehydrogenase (NADP+)	1.3.1
R03776	1.3.1.38	trans-2-enoyl-CoA reductase (NADPH)	1.3.1
R03777	1.3.3.6	acyl-CoA oxidase	1.3.3
R03777	1.3.8.7	medium-chain acyl-CoA dehydrogenase	1.3.8
R03777	1.3.8.8	long-chain acyl-CoA dehydrogenase	1.3.8
R03777	1.3.99.-		1.3.99
R03778	2.3.1.16	acetyl-CoA C-acyltransferase	2.3.1
R03779	2.3.1.137	carnitine O-octanoyltransferase	2.3.1
R03780	2.7.1.136	macrolide 2'-kinase	2.7.1
R03781	3.7.1.7	beta-diketone hydrolase	3.7.1
R03782	5.3.3.11	isopiperitenone Delta-isomerase	5.3.3
R03785	2.7.3.4	taurocyamine kinase	2.7.3
R03787	1.3.1.41	xanthommatin reductase	1.3.1
R03790	1.1.1.379	(R)-mandelate dehydrogenase	1.1.1
R03791	5.1.2.2	mandelate racemase	5.1.2
R03792	1.1.1.-		1.1.1
R03794	1.14.16.6	mandelate 4-monooxygenase	1.14.16
R03796	2.6.3.1	oximinotransferase	2.6.3
R03799	2.5.1.35	aspulvinone dimethylallyltransferase	2.5.1
R03800	3.5.4.23	blasticidin-S deaminase	3.5.4
R03801	3.2.1.74	glucan 1,4-beta-glucosidase	3.2.1
R03802	3.2.1.74	glucan 1,4-beta-glucosidase	3.2.1
R03803	3.1.1.46	deoxylimonate A-ring-lactonase	3.1.1
R03806	1.14.11.12	gibberellin-44 dioxygenase	1.14.11
R03810	3.5.2.13	2,5-dioxopiperazine hydrolase	3.5.2
R03812	1.14.11.11	hyoscyamine (6S)-dioxygenase	1.14.11
R03816	1.6.5.2	NAD(P)H dehydrogenase (quinone)	1.6.5
R03819	2.7.1.3	ketohexokinase	2.7.1
R03820	3.2.1.105	3alpha(S)-strictosidine beta-glucosidase	3.2.1
R03821	1.8.1.12	trypanothione-disulfide reductase	1.8.1
R03822	6.3.1.9	trypanothione synthase	6.3.1
R03824	5.5.1.19	lycopene beta-cyclase	5.5.1
R03826	1.1.1.186	dTDP-galactose 6-dehydrogenase	1.1.1
R03827	1.1.1.234	flavanone 4-reductase	1.1.1
R03831	1.21.3.3	reticuline oxidase	1.21.3
R03832	2.1.1.116	3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase	2.1.1
R03835	2.1.1.117	(S)-scoulerine 9-O-methyltransferase	2.1.1
R03845	1.3.1.33	protochlorophyllide reductase	1.3.1
R03847	1.1.1.-		1.1.1
R03848	1.1.1.146	11beta-hydroxysteroid dehydrogenase	1.1.1
R03850	1.3.1.3	Delta4-3-oxosteroid 5beta-reductase	1.3.1
R03856	1.3.1.8	acyl-CoA dehydrogenase (NADP+)	1.3.1
R03856	1.3.1.38	trans-2-enoyl-CoA reductase (NADPH)	1.3.1
R03857	1.3.3.6	acyl-CoA oxidase	1.3.3
R03857	1.3.8.7	medium-chain acyl-CoA dehydrogenase	1.3.8
R03857	1.3.8.8	long-chain acyl-CoA dehydrogenase	1.3.8
R03857	1.3.99.-		1.3.99
R03858	2.3.1.16	acetyl-CoA C-acyltransferase	2.3.1
R03859	2.3.3.4	decylhomocitrate synthase	2.3.3
R03860	1.3.1.36	geissoschizine dehydrogenase	1.3.1
R03868	5.2.1.2	maleylacetoacetate isomerase	5.2.1
R03868	5.2.1.4	maleylpyruvate isomerase	5.2.1
R03869	1.2.1.3	aldehyde dehydrogenase (NAD+)	1.2.1
R03870	3.5.2.1	barbiturase	3.5.2
R03871	1.2.3.1	aldehyde oxidase	1.2.3
R03873	1.7.3.2	acetylindoxyl oxidase	1.7.3
R03877	6.6.1.1	magnesium chelatase	6.6.1
R03879	1.1.1.-		1.1.1
R03880	2.4.1.159	flavonol-3-O-glucoside L-rhamnosyltransferase	2.4.1
R03881	5.1.3.16	UDP-glucosamine 4-epimerase	5.1.3
R03882	1.3.1.47	alpha-santonin 1,2-reductase	1.3.1
R03883	1.3.1.47	alpha-santonin 1,2-reductase	1.3.1
R03884	2.8.3.12	glutaconate CoA-transferase	2.8.3
R03885	3.2.2.13	1-methyladenosine nucleosidase	3.2.2
R03886	1.1.1.66	omega-hydroxydecanoate dehydrogenase	1.1.1
R03887	3.5.99.5	2-aminomuconate deaminase	3.5.99
R03889	1.2.1.32	aminomuconate-semialdehyde dehydrogenase	1.2.1
R03891	1.13.11.37	hydroxyquinol 1,2-dioxygenase	1.13.11
R03893	3.1.1.45	carboxymethylenebutenolidase	3.1.1
R03894	4.1.1.72	branched-chain-2-oxoacid decarboxylase	4.1.1
R03896	4.2.1.35	(R)-2-methylmalate dehydratase	4.2.1
R03898	4.2.1.35	(R)-2-methylmalate dehydratase	4.2.1
R03899	1.5.3.13	N1-acetylpolyamine oxidase	1.5.3
R03899	1.5.3.17	non-specific polyamine oxidase	1.5.3
R03900	1.3.1.16	beta-nitroacrylate reductase	1.3.1
R03903	2.3.1.36	D-amino-acid N-acetyltransferase	2.3.1
R03906	3.2.1.128	glycyrrhizin hydrolase	3.2.1
R03908	5.4.99.4	2-methyleneglutarate mutase	5.4.99
R03915	1.8.4.2	protein-disulfide reductase (glutathione)	1.8.4
R03918	1.1.1.195	cinnamyl-alcohol dehydrogenase	1.1.1
R03920	2.7.1.1	hexokinase	2.7.1
R03920	2.7.1.4	fructokinase	2.7.1
R03921	3.2.1.26	beta-fructofuranosidase	3.2.1
R03925	5.1.99.3	allantoin racemase	5.1.99
R03929	3.1.4.16	2',3'-cyclic-nucleotide 2'-phosphodiesterase	3.1.4
R03930	1.3.1.17	3-methyleneoxindole reductase	1.3.1
R03932	6.2.1.33	4-chlorobenzoate---CoA ligase	6.2.1
R03934	2.1.1.108	6-hydroxymellein O-methyltransferase	2.1.1
R03935	3.4.13.4	Xaa-Arg dipeptidase	3.4.13
R03936	3.7.1.3	kynureninase	3.7.1
R03937	4.2.1.-		4.2.1
R03939	2.7.3.6	hypotaurocyamine kinase	2.7.3
R03942	1.1.1.173	L-rhamnose 1-dehydrogenase	1.1.1
R03943	2.1.1.-		2.1.1
R03945	1.1.1.144	perillyl-alcohol dehydrogenase	1.1.1
R03946	2.8.2.15	steroid sulfotransferase	2.8.2
R03947	1.3.1.76	precorrin-2 dehydrogenase	1.3.1
R03948	2.1.1.130	precorrin-2 C20-methyltransferase	2.1.1
R03950	2.1.1.107	uroporphyrinogen-III C-methyltransferase	2.1.1
R03952	2.6.1.26	thyroid-hormone transaminase	2.6.1
R03953	1.11.1.8	iodide peroxidase	1.11.1
R03955	2.1.1.-		2.1.1
R03959	5.5.1.1	muconate cycloisomerase	5.5.1
R03962	1.3.1.51	2'-hydroxydaidzein reductase	1.3.1
R03963	1.1.1.165	2-alkyn-1-ol dehydrogenase	1.1.1
R03964	1.14.13.44	2-hydroxybiphenyl 3-monooxygenase	1.14.13
R03965	2.3.1.106	tartronate O-hydroxycinnamoyltransferase	2.3.1
R03966	5.3.2.6	2-hydroxymuconate tautomerase	5.3.2
R03968	4.2.1.33	3-isopropylmalate dehydratase	4.2.1
R03969	3.1.3.28	ADP-phosphoglycerate phosphatase	3.1.3
R03970	2.3.2.2	gamma-glutamyltransferase	2.3.2
R03971	2.3.2.2	gamma-glutamyltransferase	2.3.2
R03973	1.11.1.8	iodide peroxidase	1.11.1
R03974	3.1.2.27	choloyl-CoA hydrolase	3.1.2
R03975	3.5.1.24	choloylglycine hydrolase	3.5.1
R03977	3.5.1.24	choloylglycine hydrolase	3.5.1
R03977	3.5.1.74	chenodeoxycholoyltaurine hydrolase	3.5.1
R03980	3.1.6.1	arylsulfatase	3.1.6
R03982	1.14.13.50	pentachlorophenol monooxygenase	1.14.13
R03984	1.5.4.1	pyrimidodiazepine synthase	1.5.4
R03987	2.8.2.14	bile-salt sulfotransferase	2.8.2
R03989	1.3.1.8	acyl-CoA dehydrogenase (NADP+)	1.3.1
R03989	1.3.1.38	trans-2-enoyl-CoA reductase (NADPH)	1.3.1
R03990	1.3.3.6	acyl-CoA oxidase	1.3.3
R03990	1.3.8.7	medium-chain acyl-CoA dehydrogenase	1.3.8
R03990	1.3.8.8	long-chain acyl-CoA dehydrogenase	1.3.8
R03990	1.3.8.9	very-long-chain acyl-CoA dehydrogenase	1.3.8
R03990	1.3.99.-		1.3.99
R03991	2.3.1.16	acetyl-CoA C-acyltransferase	2.3.1
R03991	2.3.1.155	acetyl-CoA C-myristoyltransferase	2.3.1
R03994	2.3.1.145	piperidine N-piperoyltransferase	2.3.1
R03997	1.14.13.20	2,4-dichlorophenol 6-monooxygenase	1.14.13
R03998	1.14.13.40	anthraniloyl-CoA monooxygenase	1.14.13
R03999	1.14.13.40	anthraniloyl-CoA monooxygenase	1.14.13
R04000	2.8.3.12	glutaconate CoA-transferase	2.8.3
R04001	4.2.1.33	3-isopropylmalate dehydratase	4.2.1
R04002	2.7.2.14	branched-chain-fatty-acid kinase	2.7.2
R04003	4.5.1.5	S-carboxymethylcysteine synthase	4.5.1
R04005	2.4.1.111	coniferyl-alcohol glucosyltransferase	2.4.1
R04006	3.2.1.126	coniferin beta-glucosidase	3.2.1
R04010	5.99.1.1	thiocyanate isomerase	5.99.1
R04013	2.1.1.99	3-hydroxy-16-methoxy-2,3-dihydrotabersonine N-methyltransferase	2.1.1
R04020	4.2.1.84	nitrile hydratase	4.2.1
R04024	2.3.1.118	N-hydroxyarylamine O-acetyltransferase	2.3.1
R04025	1.4.3.4	monoamine oxidase	1.4.3
R04026	3.5.2.-		3.5.2
R04027	1.4.3.21	primary-amine oxidase	1.4.3
R04028	2.6.1.65	N6-acetyl-beta-lysine transaminase	2.6.1
R04029	2.6.1.65	N6-acetyl-beta-lysine transaminase	2.6.1
R04030	6.2.1.26	o-succinylbenzoate---CoA ligase	6.2.1
R04031	4.2.1.113	o-succinylbenzoate synthase	4.2.1
R04033	2.1.1.28	phenylethanolamine N-methyltransferase	2.1.1
R04035	3.6.1.31	phosphoribosyl-ATP diphosphatase	3.6.1
R04037	3.5.4.19	phosphoribosyl-AMP cyclohydrolase	3.5.4
R04038	2.5.1.27	adenylate dimethylallyltransferase	2.5.1
R04039	1.8.4.7	enzyme-thiol transhydrogenase (glutathione-disulfide)	1.8.4
R04040	5.5.1.10	alpha-pinene-oxide decyclase	5.5.1
R04046	1.7.1.12	N-hydroxy-2-acetamidofluorene reductase	1.7.1
R04047	1.7.1.12	N-hydroxy-2-acetamidofluorene reductase	1.7.1
R04048	1.1.3.-		1.1.3
R04049	1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase	1.1.1
R04050	2.3.1.114	3,4-dichloroaniline N-malonyltransferase	2.3.1
R04051	2.6.1.-		2.6.1
R04053	4.1.1.82	phosphonopyruvate decarboxylase	4.1.1
R04056	3.5.1.51	4-acetamidobutyryl-CoA deacetylase	3.5.1
R04057	2.8.3.14	5-hydroxypentanoate CoA-transferase	2.8.3
R04059	1.10.1.1	trans-acenaphthene-1,2-diol dehydrogenase	1.10.1
R04060	1.14.13.38	anhydrotetracycline 6-monooxygenase	1.14.13
R04061	1.13.11.37	hydroxyquinol 1,2-dioxygenase	1.13.11
R04065	1.2.1.3	aldehyde dehydrogenase (NAD+)	1.2.1
R04066	1.14.13.5	imidazoleacetate 4-monooxygenase	1.14.13
R04068	6.3.4.8	imidazoleacetate---phosphoribosyldiphosphate ligase	6.3.4
R04077	2.1.1.89	tetrahydrocolumbamine 2-O-methyltransferase	2.1.1
R04084	4.2.1.78	(S)-norcoclaurine synthase	4.2.1
R04085	1.2.3.1	aldehyde oxidase	1.2.3
R04088	1.3.1.19	cis-1,2-dihydrobenzene-1,2-diol dehydrogenase	1.3.1
R04089	1.13.11.2	catechol 2,3-dioxygenase	1.13.11
R04089	1.13.11.-		1.13.11
R04091	2.5.1.52	L-mimosine synthase	2.5.1
R04093	4.99.1.6	indoleacetaldoxime dehydratase	4.99.1
R04094	3.2.1.147	thioglucosidase	3.2.1
R04095	1.3.8.4	isovaleryl-CoA dehydrogenase	1.3.8
R04095	1.3.8.7	medium-chain acyl-CoA dehydrogenase	1.3.8
R04099	1.1.1.230	3alpha-hydroxyglycyrrhetinate dehydrogenase	1.1.1
R04100	5.3.3.8	Delta3-Delta2-enoyl-CoA isomerase	5.3.3
R04101	3.8.1.7	4-chlorobenzoyl-CoA dehalogenase	3.8.1
R04102	1.14.14.108	2,5-diketocamphane 1,2-monooxygenase	1.14.14
R04103	3.5.1.11	penicillin amidase	3.5.1
R04105	1.1.1.279	(R)-3-hydroxyacid-ester dehydrogenase	1.1.1
R04106	1.1.1.280	(S)-3-hydroxyacid-ester dehydrogenase	1.1.1
R04108	2.4.1.181	hydroxyanthraquinone glucosyltransferase	2.4.1
R04112	3.5.1.28	N-acetylmuramoyl-L-alanine amidase	3.5.1
R04113	3.5.1.72	D-benzoylarginine-4-nitroanilide amidase	3.5.1
R04115	1.3.1.29	cis-1,2-dihydro-1,2-dihydroxynaphthalene dehydrogenase	1.3.1
R04117	1.13.11.56	1,2-dihydroxynaphthalene dioxygenase	1.13.11
R04119	3.1.1.51	phorbol-diester hydrolase	3.1.1
R04127	2.4.1.158	13-hydroxydocosanoate 13-beta-glucosyltransferase	2.4.1
R04130	1.14.13.10	2,6-dihydroxypyridine 3-monooxygenase	1.14.13
R04131	4.2.1.-		4.2.1
R04132	4.2.1.-		4.2.1
R04133	4.1.1.68	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase	4.1.1
R04134	5.3.3.-		5.3.3
R04135	4.1.1.16	hydroxyglutamate decarboxylase	4.1.1
R04136	1.1.1.97	3-hydroxybenzyl-alcohol dehydrogenase	1.1.1
R04137	4.2.1.17	enoyl-CoA hydratase	4.2.1
R04138	6.4.1.4	methylcrotonoyl-CoA carboxylase	6.4.1
R04139	1.1.1.52	3alpha-hydroxycholanate dehydrogenase (NAD+)	1.1.1
R04140	3.5.5.5	arylacetonitrilase	3.5.5
R04141	3.1.1.56	methylumbelliferyl-acetate deacetylase	3.1.1
R04142	1.2.4.-		1.2.4
